Date,Region,Product,Sales Amount
2023-04-25,East,Product B,1966.73
2023-04-25,East,Product C,2076.26
2023-04-26,North,Product A,4412.56
2023-04-26,West,Product C,1857.16
2023-04-26,South,Product D,1893.38
2023-04-26,South,Product D,3760.16
2023-04-26,North,Product C,2547.66
2023-04-26,East,Product D,2466.06
2023-04-27,South,Product A,4186.08
2023-04-27,West,Product D,1052.19
2023-04-27,South,Product B,3786.62
2023-04-27,South,Product D,4544.06
2023-04-27,West,Product C,4801.18
2023-04-27,South,Product A,2874.28
2023-04-27,South,Product C,3040.99
2023-04-27,South,Product D,4989.68
2023-04-27,West,Product C,4676.06
2023-04-28,South,Product A,4764.48
2023-04-28,West,Product B,2521.1
2023-04-28,South,Product D,1112.94
2023-04-28,South,Product C,2966.6
2023-04-28,West,Product A,2238.67
2023-04-28,North,Product A,145.2
2023-04-28,South,Product B,3137.67
2023-04-28,South,Product A,1870.84
2023-04-28,South,Product D,2959.09
2023-04-28,South,Product C,1945.44
2023-04-28,North,Product A,2791.46
2023-04-28,North,Product B,4796.06
2023-04-28,North,Product B,511.97
2023-04-29,South,Product A,3603.45
2023-04-29,South,Product C,3960.87
2023-04-29,North,Product A,3540.31
2023-04-29,East,Product A,4149.95
2023-04-29,South,Product B,3957.2
2023-04-29,West,Product B,2694.24
2023-04-29,West,Product D,4063.07
2023-04-30,North,Product C,491.57
2023-04-30,South,Product A,4148.16
2023-04-30,West,Product B,2793.9
2023-04-30,North,Product B,3063.0
2023-04-30,East,Product D,62.15
2023-04-30,East,Product A,1609.53
2023-04-30,North,Product C,4321.98
2023-04-30,North,Product D,3268.97
2023-05-01,South,Product D,223.57
2023-05-01,East,Product D,4887.06
2023-05-01,South,Product B,3648.55
2023-05-02,East,Product D,2221.87
2023-05-02,East,Product B,4114.5
2023-05-02,South,Product C,1584.15
2023-05-02,East,Product B,143.46
2023-05-02,East,Product B,4577.19
2023-05-02,South,Product C,1691.87
2023-05-02,East,Product B,303.47
2023-05-02,West,Product D,1703.68
2023-05-03,East,Product C,2086.48
2023-05-03,South,Product A,595.87
2023-05-03,West,Product C,4945.92
2023-05-04,East,Product C,724.06
2023-05-04,East,Product B,3587.7
2023-05-04,East,Product A,4967.2
2023-05-04,East,Product A,2188.98
2023-05-04,South,Product A,2025.75
2023-05-04,South,Product D,4665.85
2023-05-04,West,Product C,3311.33
2023-05-04,East,Product A,557.55
2023-05-04,West,Product D,1713.99
2023-05-04,East,Product D,624.46
2023-05-04,East,Product B,790.07
2023-05-05,South,Product D,3974.87
2023-05-05,West,Product A,966.57
2023-05-05,South,Product B,1236.07
2023-05-05,East,Product C,4657.5
2023-05-05,South,Product B,1398.61
2023-05-06,East,Product B,4791.21
2023-05-06,South,Product C,3951.19
2023-05-06,South,Product A,4005.1
2023-05-06,East,Product C,2167.81
2023-05-06,West,Product A,78.56
2023-05-06,South,Product B,1225.7
2023-05-06,East,Product C,4578.91
2023-05-07,South,Product A,2171.39
2023-05-07,West,Product D,1349.62
2023-05-07,East,Product C,3225.77
2023-05-07,South,Product B,3103.58
2023-05-07,West,Product C,4695.39
2023-05-07,West,Product B,1011.06
2023-05-07,North,Product B,4245.45
2023-05-07,East,Product C,1688.0
2023-05-07,North,Product B,3261.04
2023-05-08,West,Product D,3208.12
2023-05-08,South,Product C,2366.9
2023-05-08,East,Product A,3057.74
2023-05-08,South,Product C,2163.48
2023-05-08,North,Product C,3996.34
2023-05-08,North,Product A,4865.83
2023-05-08,East,Product B,3867.12
2023-05-08,South,Product A,3598.15
2023-05-09,East,Product B,2723.33
2023-05-09,South,Product D,4662.92
2023-05-09,East,Product C,3444.98
2023-05-09,West,Product C,1730.89
2023-05-09,North,Product A,259.69
2023-05-09,South,Product B,2465.9
2023-05-09,North,Product C,1361.92
2023-05-09,North,Product C,4003.92
2023-05-09,West,Product B,2159.45
2023-05-09,North,Product A,2573.96
2023-05-10,North,Product A,3340.8
2023-05-10,North,Product C,2643.99
2023-05-10,East,Product A,2796.29
2023-05-10,North,Product D,1788.52
2023-05-10,South,Product A,2639.63
2023-05-10,North,Product C,806.79
2023-05-10,East,Product D,4728.69
2023-05-10,South,Product B,4921.62
2023-05-10,South,Product C,1084.0
2023-05-11,North,Product C,679.55
2023-05-11,North,Product C,3280.01
2023-05-11,South,Product D,2252.84
2023-05-11,South,Product C,4149.65
2023-05-11,North,Product C,4374.2
2023-05-11,North,Product B,1995.15
2023-05-11,North,Product B,4250.51
2023-05-11,South,Product D,2382.0
2023-05-12,East,Product B,3492.6
2023-05-12,West,Product A,556.85
2023-05-12,West,Product B,2575.57
2023-05-12,North,Product D,2339.35
2023-05-12,West,Product A,2081.94
2023-05-12,North,Product D,1391.27
2023-05-13,North,Product C,3099.75
2023-05-13,South,Product D,3894.2
2023-05-13,South,Product C,338.57
2023-05-13,East,Product D,4476.8
2023-05-13,South,Product D,1215.58
2023-05-13,East,Product C,1312.27
2023-05-14,West,Product A,423.01
2023-05-14,North,Product B,324.65
2023-05-14,West,Product D,793.26
2023-05-14,South,Product C,1913.12
2023-05-14,West,Product A,4730.87
2023-05-15,North,Product A,946.2
2023-05-15,East,Product C,4408.09
2023-05-15,East,Product D,193.53
2023-05-16,South,Product C,3127.07
2023-05-16,West,Product D,3188.55
2023-05-16,West,Product C,784.0
2023-05-17,South,Product B,349.16
2023-05-17,East,Product C,3001.34
2023-05-17,West,Product B,3205.62
2023-05-17,North,Product B,1675.34
2023-05-17,North,Product A,2605.88
2023-05-17,West,Product D,303.1
2023-05-17,South,Product C,4113.22
2023-05-17,South,Product B,160.62
2023-05-17,North,Product A,2280.38
2023-05-17,South,Product C,77.87
2023-05-18,South,Product B,4992.19
2023-05-18,South,Product A,2279.43
2023-05-18,North,Product B,3414.39
2023-05-18,West,Product D,2568.94
2023-05-18,North,Product B,3153.24
2023-05-19,East,Product D,4829.85
2023-05-19,West,Product C,580.43
2023-05-19,East,Product A,1396.82
2023-05-19,South,Product C,4459.58
2023-05-19,North,Product D,4679.05
2023-05-19,South,Product A,501.13
2023-05-19,South,Product C,4802.06
2023-05-20,South,Product C,2709.81
2023-05-20,West,Product A,2007.67
2023-05-20,South,Product B,1828.19
2023-05-20,South,Product C,1092.87
2023-05-20,West,Product A,3797.9
2023-05-21,North,Product B,2540.89
2023-05-21,East,Product A,4692.19
2023-05-21,West,Product B,287.44
2023-05-21,North,Product B,2733.38
2023-05-21,West,Product C,3753.4
2023-05-21,East,Product C,407.94
2023-05-21,West,Product D,1284.01
2023-05-21,West,Product D,526.42
2023-05-21,East,Product D,3934.63
2023-05-21,North,Product A,2063.98
2023-05-21,North,Product A,3003.48
2023-05-22,North,Product B,4060.52
2023-05-22,North,Product D,2433.1
2023-05-22,East,Product B,4473.56
2023-05-22,West,Product A,297.12
2023-05-23,South,Product D,1489.18
2023-05-23,South,Product C,2205.75
2023-05-23,East,Product C,2966.87
2023-05-23,South,Product B,4030.8
2023-05-23,East,Product A,1976.87
2023-05-23,East,Product D,3298.33
2023-05-23,North,Product A,1874.67
2023-05-23,North,Product C,1341.0
2023-05-24,North,Product B,1062.74
2023-05-24,East,Product C,1995.11
2023-05-24,East,Product A,4898.13
2023-05-24,North,Product B,3435.92
2023-05-24,East,Product D,758.25
2023-05-24,South,Product C,4330.71
2023-05-24,East,Product B,2830.08
2023-05-24,North,Product B,2103.5
2023-05-24,East,Product B,2404.49
2023-05-25,West,Product D,2062.51
2023-05-25,South,Product C,2881.89
2023-05-25,North,Product A,2405.74
2023-05-25,South,Product A,3168.54
2023-05-25,West,Product C,2847.12
2023-05-25,East,Product D,1036.94
2023-05-25,South,Product D,1145.32
2023-05-26,East,Product B,4613.68
2023-05-26,North,Product A,1852.56
2023-05-26,West,Product C,3247.46
2023-05-26,East,Product C,985.2
2023-05-26,West,Product D,1744.42
2023-05-26,East,Product D,1436.66
2023-05-27,South,Product A,4112.34
2023-05-27,South,Product C,3740.24
2023-05-27,South,Product C,2847.61
2023-05-27,East,Product B,4063.56
2023-05-27,East,Product A,2102.94
2023-05-27,East,Product C,2735.11
2023-05-27,South,Product B,4626.88
2023-05-27,North,Product A,4514.1
2023-05-27,North,Product C,746.23
2023-05-28,West,Product A,4590.88
2023-05-28,West,Product C,3597.33
2023-05-28,East,Product A,1177.61
2023-05-28,East,Product B,3905.99
2023-05-28,West,Product A,3910.81
2023-05-28,North,Product D,2570.98
2023-05-28,West,Product A,3584.73
2023-05-29,East,Product C,1727.73
2023-05-29,West,Product B,3296.1
2023-05-29,South,Product C,2530.54
2023-05-29,South,Product B,4998.38
2023-05-29,West,Product A,3831.86
2023-05-29,North,Product B,4349.71
2023-05-29,South,Product C,4461.85
2023-05-29,East,Product C,150.08
2023-05-30,East,Product B,2240.23
2023-05-30,West,Product B,1266.46
2023-05-31,North,Product D,140.83
2023-05-31,North,Product D,4480.58
2023-05-31,West,Product A,1328.41
2023-05-31,South,Product C,4679.49
2023-05-31,East,Product B,4632.47
2023-05-31,North,Product C,4333.88
2023-06-01,West,Product A,215.42
2023-06-01,West,Product D,4398.73
2023-06-01,West,Product A,4201.35
2023-06-01,East,Product B,1017.34
2023-06-02,North,Product D,2445.99
2023-06-02,South,Product D,2888.82
2023-06-02,South,Product B,1693.77
2023-06-02,West,Product B,571.4
2023-06-02,West,Product A,926.5
2023-06-02,East,Product C,2978.07
2023-06-02,West,Product C,1327.88
2023-06-03,North,Product B,896.5
2023-06-03,West,Product D,3316.63
2023-06-03,North,Product C,3707.2
2023-06-03,South,Product B,3409.94
2023-06-03,North,Product A,1936.49
2023-06-03,South,Product C,912.68
2023-06-03,East,Product A,529.91
2023-06-03,East,Product C,2650.53
2023-06-03,North,Product D,3825.3
2023-06-03,South,Product C,4011.61
2023-06-03,East,Product C,3211.56
2023-06-03,North,Product A,1789.21
2023-06-03,East,Product D,3766.52
2023-06-03,North,Product C,3906.57
2023-06-04,East,Product A,3696.45
2023-06-04,West,Product A,4190.03
2023-06-04,West,Product D,2594.7
2023-06-04,West,Product C,513.94
2023-06-04,East,Product D,968.74
2023-06-04,South,Product C,985.63
2023-06-05,West,Product D,2188.52
2023-06-05,North,Product B,3605.28
2023-06-05,West,Product C,3869.15
2023-06-05,North,Product C,953.53
2023-06-05,East,Product C,541.01
2023-06-05,East,Product A,3579.51
2023-06-05,South,Product A,270.56
2023-06-05,South,Product B,3929.33
2023-06-05,West,Product C,1114.67
2023-06-05,East,Product D,3040.16
2023-06-05,North,Product C,1563.51
2023-06-06,South,Product A,1958.08
2023-06-06,South,Product B,2997.01
2023-06-06,North,Product C,3052.24
2023-06-06,East,Product B,842.37
2023-06-06,North,Product C,2013.21
2023-06-06,East,Product D,4958.41
2023-06-06,West,Product D,1066.57
2023-06-07,South,Product D,1967.09
2023-06-07,West,Product D,3464.02
2023-06-07,North,Product C,2495.24
2023-06-08,West,Product C,2356.54
2023-06-08,North,Product D,977.69
2023-06-08,North,Product B,1502.28
2023-06-08,North,Product A,3387.29
2023-06-08,North,Product B,403.94
2023-06-08,South,Product B,3515.93
2023-06-08,West,Product D,1254.34
2023-06-09,East,Product C,2282.83
2023-06-09,North,Product D,4389.2
2023-06-09,South,Product B,2951.6
2023-06-09,South,Product B,4816.21
2023-06-09,West,Product B,2449.65
2023-06-09,South,Product D,3943.93
2023-06-09,East,Product D,769.19
2023-06-09,West,Product B,4242.71
2023-06-09,North,Product B,581.89
2023-06-10,North,Product A,3833.02
2023-06-10,South,Product D,3055.97
2023-06-10,South,Product C,740.66
2023-06-10,West,Product C,3789.41
2023-06-10,East,Product C,2268.4
2023-06-10,South,Product C,2957.71
2023-06-10,South,Product A,3667.0
2023-06-10,South,Product C,3548.14
2023-06-10,West,Product B,779.01
2023-06-10,East,Product B,1479.99
2023-06-10,West,Product D,980.8
2023-06-10,North,Product A,1728.19
2023-06-10,East,Product C,4668.91
2023-06-11,North,Product B,777.14
2023-06-11,South,Product B,1266.84
2023-06-11,North,Product D,597.37
2023-06-11,North,Product C,2274.29
2023-06-11,East,Product D,1976.36
2023-06-11,South,Product A,847.45
2023-06-11,North,Product D,612.09
2023-06-11,East,Product C,1585.23
2023-06-11,West,Product B,2219.75
2023-06-12,North,Product B,2284.12
2023-06-12,South,Product C,1405.67
2023-06-12,West,Product A,417.94
2023-06-12,South,Product A,2783.5
2023-06-12,East,Product C,704.45
2023-06-12,North,Product D,4387.65
2023-06-12,East,Product B,1424.93
2023-06-13,North,Product B,2172.32
2023-06-13,South,Product A,2893.45
2023-06-13,East,Product C,3170.59
2023-06-13,South,Product B,4745.85
2023-06-13,West,Product C,3959.85
2023-06-13,South,Product D,3666.3
2023-06-13,South,Product B,2034.47
2023-06-14,South,Product B,674.37
2023-06-14,West,Product C,1624.15
2023-06-14,North,Product A,4394.9
2023-06-14,North,Product C,1734.36
2023-06-14,South,Product A,3288.82
2023-06-14,North,Product C,1301.63
2023-06-14,West,Product A,4096.79
2023-06-15,North,Product C,1437.95
2023-06-15,West,Product B,1968.45
2023-06-15,East,Product B,2912.73
2023-06-15,West,Product C,1682.08
2023-06-15,East,Product B,4881.27
2023-06-15,South,Product D,1704.37
2023-06-15,South,Product B,3542.7
2023-06-15,South,Product D,3115.08
2023-06-16,West,Product A,1405.88
2023-06-16,South,Product B,926.36
2023-06-16,West,Product C,3996.43
2023-06-16,South,Product D,1108.97
2023-06-16,West,Product A,1173.01
2023-06-16,West,Product A,4244.41
2023-06-17,East,Product C,2607.84
2023-06-17,West,Product D,2075.52
2023-06-17,West,Product B,3143.37
2023-06-17,North,Product C,3189.5
2023-06-17,South,Product A,4558.45
2023-06-17,East,Product A,3762.58
2023-06-17,East,Product B,955.32
2023-06-18,North,Product D,1842.78
2023-06-18,North,Product D,2302.51
2023-06-19,South,Product B,1632.11
2023-06-19,North,Product B,3623.17
2023-06-19,South,Product C,2743.69
2023-06-19,East,Product C,2324.22
2023-06-19,West,Product A,2049.9
2023-06-19,South,Product B,4436.07
2023-06-19,West,Product A,3988.13
2023-06-19,North,Product B,2812.34
2023-06-20,East,Product D,1355.84
2023-06-20,East,Product C,4218.94
2023-06-20,East,Product D,744.32
2023-06-20,East,Product A,2186.93
2023-06-20,West,Product A,4102.75
2023-06-21,North,Product A,4124.97
2023-06-21,South,Product B,599.93
2023-06-21,West,Product D,1632.28
2023-06-21,South,Product A,1885.02
2023-06-21,West,Product C,2121.0
2023-06-21,West,Product C,380.65
2023-06-21,South,Product D,1476.34
2023-06-22,West,Product B,426.62
2023-06-22,South,Product C,3374.63
2023-06-22,South,Product D,3065.65
2023-06-22,West,Product D,1608.19
2023-06-22,North,Product D,2069.03
2023-06-22,South,Product B,2061.3
2023-06-22,South,Product B,1601.36
2023-06-22,South,Product A,843.53
2023-06-22,East,Product A,545.84
2023-06-23,West,Product C,4829.15
2023-06-23,North,Product A,3463.34
2023-06-23,South,Product D,1807.9
2023-06-24,East,Product B,898.99
2023-06-24,North,Product C,3086.61
2023-06-24,North,Product A,4667.26
2023-06-24,East,Product C,500.51
2023-06-24,South,Product D,982.32
2023-06-24,North,Product B,4151.27
2023-06-24,East,Product D,1701.89
2023-06-25,North,Product C,3095.31
2023-06-25,South,Product B,3253.44
2023-06-25,South,Product A,151.53
2023-06-25,West,Product C,2524.12
2023-06-26,West,Product D,1583.34
2023-06-26,North,Product B,2917.14
2023-06-26,South,Product C,1710.61
2023-06-26,West,Product B,4305.34
2023-06-26,North,Product B,3801.4
2023-06-26,East,Product A,1655.35
2023-06-27,North,Product D,1425.71
2023-06-27,North,Product A,3534.48
2023-06-27,South,Product C,2290.19
2023-06-27,East,Product D,3188.57
2023-06-27,West,Product B,4531.6
2023-06-27,West,Product D,1653.06
2023-06-27,West,Product A,3068.85
2023-06-28,West,Product A,4287.67
2023-06-28,North,Product C,4010.27
2023-06-28,East,Product B,1748.42
2023-06-28,West,Product A,3823.48
2023-06-28,East,Product C,2868.69
2023-06-29,East,Product D,1940.69
2023-06-29,South,Product C,3050.24
2023-06-29,West,Product B,2281.97
2023-06-30,West,Product D,1825.87
2023-06-30,West,Product C,367.77
2023-06-30,North,Product A,1644.3
2023-06-30,East,Product B,3915.62
2023-07-01,East,Product D,981.46
2023-07-01,West,Product B,1763.23
2023-07-01,West,Product B,2182.05
2023-07-01,North,Product C,2561.6
2023-07-01,South,Product C,4614.36
2023-07-01,West,Product A,932.25
2023-07-01,West,Product D,2611.14
2023-07-01,East,Product B,1987.1
2023-07-01,East,Product B,426.69
2023-07-02,North,Product A,90.77
2023-07-02,South,Product A,1534.43
2023-07-02,South,Product C,1038.66
2023-07-02,North,Product B,3449.5
2023-07-02,North,Product D,4803.25
2023-07-02,East,Product C,1564.99
2023-07-02,East,Product C,666.84
2023-07-02,East,Product C,2830.0
2023-07-02,East,Product A,3778.41
2023-07-02,South,Product A,139.88
2023-07-03,North,Product D,2905.76
2023-07-03,West,Product C,2803.37
2023-07-03,East,Product C,3367.42
2023-07-03,North,Product C,3081.82
2023-07-03,North,Product B,1837.42
2023-07-03,East,Product C,3774.39
2023-07-04,West,Product B,947.18
2023-07-04,South,Product B,3361.06
2023-07-04,South,Product D,2835.14
2023-07-04,South,Product C,2570.11
2023-07-05,South,Product D,1362.65
2023-07-05,North,Product A,3809.83
2023-07-05,East,Product D,1260.85
2023-07-06,West,Product A,2853.9
2023-07-06,East,Product B,4068.72
2023-07-06,North,Product C,4784.92
2023-07-06,North,Product B,172.05
2023-07-06,North,Product D,4926.78
2023-07-07,West,Product B,2279.4
2023-07-07,West,Product C,4898.28
2023-07-07,East,Product B,2478.52
2023-07-07,North,Product A,1788.16
2023-07-07,East,Product D,2022.79
2023-07-07,South,Product D,1481.51
2023-07-07,South,Product D,2957.47
2023-07-07,North,Product C,1062.11
2023-07-07,North,Product A,3059.46
2023-07-07,North,Product D,1948.37
2023-07-07,West,Product C,2296.57
2023-07-08,West,Product D,2598.9
2023-07-08,East,Product D,1139.64
2023-07-08,East,Product C,820.6
2023-07-09,North,Product A,1386.37
2023-07-09,West,Product D,4058.45
2023-07-09,North,Product C,4233.87
2023-07-09,West,Product C,1155.89
2023-07-09,West,Product C,2685.04
2023-07-09,East,Product D,3918.54
2023-07-09,South,Product A,1353.85
2023-07-09,North,Product A,4900.58
2023-07-09,West,Product A,2187.0
2023-07-10,North,Product A,511.77
2023-07-10,South,Product D,3995.09
2023-07-10,South,Product B,1184.13
2023-07-10,North,Product D,4567.29
2023-07-10,North,Product B,4209.79
2023-07-10,South,Product D,1955.95
2023-07-10,North,Product C,4079.22
2023-07-11,North,Product B,1446.11
2023-07-11,North,Product A,126.64
2023-07-11,South,Product B,1110.79
2023-07-11,West,Product D,3520.65
2023-07-11,South,Product C,4599.24
2023-07-11,West,Product B,4881.12
2023-07-11,East,Product D,1128.11
2023-07-11,East,Product C,1722.95
2023-07-12,West,Product D,938.67
2023-07-12,West,Product A,652.67
2023-07-12,North,Product D,4284.31
2023-07-12,South,Product B,3523.57
2023-07-12,North,Product C,1193.63
2023-07-12,North,Product B,1890.89
2023-07-13,North,Product D,1758.64
2023-07-13,South,Product D,2463.61
2023-07-13,East,Product A,2402.38
2023-07-13,East,Product D,970.47
2023-07-13,North,Product C,987.31
2023-07-13,North,Product D,1920.94
2023-07-13,West,Product C,727.98
2023-07-13,South,Product B,4980.16
2023-07-13,North,Product C,717.19
2023-07-14,North,Product B,1342.94
2023-07-14,North,Product C,3098.17
2023-07-14,West,Product D,3464.61
2023-07-14,South,Product D,3357.88
2023-07-14,West,Product B,2680.09
2023-07-14,North,Product D,4212.4
2023-07-14,South,Product B,50.78
2023-07-14,South,Product D,4037.63
2023-07-15,North,Product D,3386.03
2023-07-15,South,Product A,4535.96
2023-07-15,South,Product B,1065.66
2023-07-15,North,Product B,2557.18
2023-07-15,East,Product D,2549.89
2023-07-15,East,Product D,2806.22
2023-07-15,West,Product D,4668.16
2023-07-15,West,Product D,4308.23
2023-07-15,North,Product A,4875.62
2023-07-16,North,Product C,311.48
2023-07-17,East,Product A,457.65
2023-07-17,East,Product D,4712.43
2023-07-17,North,Product C,3622.07
2023-07-17,South,Product D,3875.73
2023-07-17,South,Product B,2014.6
2023-07-17,East,Product D,4374.12
2023-07-17,North,Product D,105.44
2023-07-18,South,Product A,3789.7
2023-07-18,North,Product A,4742.19
2023-07-18,South,Product D,277.35
2023-07-18,South,Product A,823.49
2023-07-18,East,Product C,2167.95
2023-07-19,North,Product D,249.38
2023-07-19,South,Product C,1293.97
2023-07-19,West,Product B,3016.93
2023-07-20,North,Product C,3662.01
2023-07-20,West,Product C,3525.08
2023-07-20,South,Product B,2196.93
2023-07-20,West,Product D,2390.38
2023-07-20,South,Product B,1572.89
2023-07-20,East,Product B,1578.86
2023-07-20,West,Product B,4239.43
2023-07-20,South,Product A,2348.12
2023-07-20,East,Product D,4545.54
2023-07-20,North,Product B,1543.81
2023-07-21,West,Product C,3188.3
2023-07-21,East,Product D,2177.92
2023-07-21,East,Product A,1507.02
2023-07-21,West,Product C,1794.75
2023-07-21,East,Product D,4601.68
2023-07-21,East,Product B,4980.26
2023-07-21,South,Product B,1463.35
2023-07-21,North,Product B,3877.85
2023-07-22,South,Product C,2935.94
2023-07-22,East,Product C,4168.6
2023-07-22,East,Product A,3098.43
2023-07-22,North,Product B,1353.07
2023-07-22,South,Product B,2361.49
2023-07-22,West,Product B,2892.64
2023-07-23,North,Product D,537.27
2023-07-23,North,Product B,1428.54
2023-07-23,South,Product D,465.29
2023-07-23,North,Product C,4382.88
2023-07-23,North,Product C,3708.67
2023-07-23,South,Product C,3423.6
2023-07-24,West,Product C,3767.1
2023-07-24,South,Product C,437.3
2023-07-24,North,Product D,2575.8
2023-07-24,South,Product C,2849.42
2023-07-24,North,Product A,3857.47
2023-07-24,South,Product D,379.13
2023-07-25,East,Product D,501.69
2023-07-25,North,Product C,3452.95
2023-07-25,North,Product D,3036.29
2023-07-25,West,Product C,1118.89
2023-07-25,North,Product C,401.48
2023-07-25,East,Product B,1911.93
2023-07-25,West,Product B,4892.43
2023-07-25,South,Product C,3342.13
2023-07-26,West,Product A,4242.88
2023-07-26,East,Product D,3100.31
2023-07-26,West,Product A,517.56
2023-07-26,North,Product D,561.34
2023-07-26,South,Product C,761.98
2023-07-26,South,Product C,464.85
2023-07-26,East,Product A,3504.1
2023-07-26,South,Product C,1210.31
2023-07-26,West,Product B,540.33
2023-07-26,North,Product D,1232.98
2023-07-26,South,Product C,2132.38
2023-07-27,East,Product A,3516.52
2023-07-27,East,Product D,4964.38
2023-07-27,West,Product B,1577.61
2023-07-27,South,Product B,488.73
2023-07-27,East,Product D,1164.04
2023-07-27,South,Product B,3895.46
2023-07-28,West,Product C,2927.63
2023-07-28,East,Product C,4932.27
2023-07-28,North,Product B,4482.29
2023-07-28,South,Product A,4580.12
2023-07-29,South,Product A,1848.07
2023-07-29,South,Product A,1072.24
2023-07-29,North,Product A,2732.31
2023-07-29,West,Product A,2964.01
2023-07-29,North,Product C,2432.71
2023-07-29,South,Product A,2757.79
2023-07-29,South,Product A,2621.27
2023-07-29,East,Product A,2563.92
2023-07-29,North,Product D,3730.34
2023-07-30,West,Product A,4768.23
2023-07-30,West,Product D,791.98
2023-07-30,South,Product D,1096.78
2023-07-30,East,Product D,2378.64
2023-07-30,East,Product D,597.4
2023-07-30,North,Product B,2070.7
2023-07-31,North,Product C,330.24
2023-07-31,West,Product B,2084.65
2023-07-31,West,Product D,4854.34
2023-07-31,West,Product A,878.74
2023-08-01,North,Product A,210.78
2023-08-01,West,Product A,4557.53
2023-08-01,East,Product A,516.67
2023-08-01,North,Product A,3969.94
2023-08-01,West,Product D,2688.5
2023-08-01,North,Product B,3508.35
2023-08-01,North,Product D,3820.94
2023-08-01,South,Product D,2147.28
2023-08-02,South,Product B,4696.01
2023-08-02,West,Product D,1645.55
2023-08-02,West,Product C,1921.25
2023-08-02,East,Product C,2099.64
2023-08-02,West,Product A,2027.56
2023-08-02,West,Product B,805.63
2023-08-02,South,Product D,3204.66
2023-08-03,North,Product B,3321.82
2023-08-03,East,Product A,3971.64
2023-08-03,South,Product A,62.51
2023-08-03,North,Product C,4957.96
2023-08-03,West,Product D,690.54
2023-08-03,South,Product A,3258.64
2023-08-03,West,Product C,2374.79
2023-08-04,East,Product A,3021.0
2023-08-04,South,Product C,1304.83
2023-08-04,North,Product D,317.97
2023-08-04,East,Product B,2373.05
2023-08-04,West,Product D,849.01
2023-08-04,North,Product C,4262.9
2023-08-04,West,Product B,3720.93
2023-08-04,North,Product D,1358.8
2023-08-04,East,Product C,3915.82
2023-08-05,East,Product D,1686.63
2023-08-05,West,Product A,3683.92
2023-08-05,South,Product C,4289.05
2023-08-05,South,Product B,1425.27
2023-08-05,West,Product B,4277.04
2023-08-05,East,Product B,3525.71
2023-08-05,South,Product B,1936.45
2023-08-05,West,Product A,2075.79
2023-08-06,South,Product D,851.38
2023-08-06,South,Product D,166.34
2023-08-06,West,Product A,4844.64
2023-08-06,West,Product D,4509.3
2023-08-06,West,Product A,308.77
2023-08-06,South,Product A,4915.58
2023-08-06,East,Product B,4258.98
2023-08-06,South,Product D,1661.24
2023-08-06,East,Product C,2388.69
2023-08-06,North,Product D,4051.41
2023-08-07,East,Product D,1640.78
2023-08-07,North,Product C,1126.55
2023-08-08,East,Product C,1190.95
2023-08-08,North,Product B,248.06
2023-08-08,East,Product B,3396.9
2023-08-08,East,Product A,3357.77
2023-08-08,South,Product A,71.65
2023-08-08,North,Product B,3327.82
2023-08-08,East,Product A,1642.6
2023-08-08,West,Product D,3008.26
2023-08-08,East,Product C,4061.64
2023-08-08,South,Product A,843.95
2023-08-08,East,Product D,2912.24
2023-08-09,West,Product A,2405.67
2023-08-09,South,Product C,3787.72
2023-08-09,North,Product B,1676.12
2023-08-09,North,Product C,989.33
2023-08-09,South,Product B,4462.7
2023-08-10,East,Product D,3456.46
2023-08-10,East,Product C,2728.1
2023-08-10,West,Product C,1147.15
2023-08-10,North,Product A,3456.16
2023-08-10,South,Product A,1561.89
2023-08-10,North,Product D,4953.3
2023-08-11,West,Product D,4345.14
2023-08-11,South,Product D,2628.04
2023-08-11,West,Product D,3575.63
2023-08-11,South,Product A,567.54
2023-08-11,East,Product D,4379.77
2023-08-11,North,Product A,2843.29
2023-08-11,West,Product B,1774.97
2023-08-11,South,Product A,3189.55
2023-08-11,East,Product A,2379.2
2023-08-11,West,Product B,3957.04
2023-08-11,East,Product D,4390.45
2023-08-12,East,Product B,4513.18
2023-08-12,North,Product D,3651.59
2023-08-12,East,Product C,4967.83
2023-08-12,West,Product C,1047.23
2023-08-12,West,Product C,772.78
2023-08-13,West,Product C,1088.97
2023-08-13,North,Product C,3885.4
2023-08-13,North,Product D,4530.14
2023-08-13,South,Product D,921.64
2023-08-13,North,Product A,2373.7
2023-08-13,West,Product C,2650.89
2023-08-13,West,Product D,1810.33
2023-08-14,West,Product A,899.89
2023-08-14,South,Product D,2224.55
2023-08-14,West,Product D,1553.42
2023-08-14,West,Product C,1016.11
2023-08-14,East,Product D,3000.35
2023-08-14,East,Product B,1617.75
2023-08-14,West,Product D,4589.64
2023-08-14,South,Product C,655.33
2023-08-14,South,Product C,1459.76
2023-08-15,East,Product C,1116.64
2023-08-15,East,Product C,3608.59
2023-08-15,East,Product B,3528.78
2023-08-15,West,Product B,3548.61
2023-08-15,West,Product B,4752.28
2023-08-15,North,Product D,4377.55
2023-08-15,South,Product A,4461.59
2023-08-15,South,Product C,543.83
2023-08-15,South,Product B,4172.16
2023-08-15,South,Product C,257.31
2023-08-15,North,Product C,368.38
2023-08-16,North,Product A,2742.27
2023-08-16,North,Product C,1978.8
2023-08-16,East,Product A,1872.9
2023-08-16,West,Product C,2708.75
2023-08-16,West,Product B,1318.46
2023-08-16,South,Product B,1890.42
